timestamp,month,day_of_year,hour,weekday,is_weekend,zenith_deg,cloud_cover_pct,temperature_c,relative_humidity,surface_pressure_hpa,ghi,dni,dhi,wind_speed_10m,wind_speed_100m,wind_direction_deg,solar_generation_kw,wind_generation_kw,demand_load_kw
2025-04-03T16:00:00+00:00,4,93,16,3,0,60.68,8.3,32.81,46.4,1008.8,458.13,482.94,221.67,1.47,2.04,201.2,39.07,0.0,89.27
2025-04-03T17:00:00+00:00,4,93,17,3,0,74.35,13.9,30.81,46.4,1006.1,235.63,233.29,172.69,3.78,5.25,159.0,20.84,1.56,83.83
2025-04-03T18:00:00+00:00,4,93,18,3,0,88.06,20.9,29.27,53.4,1006.0,17.28,15.71,16.75,2.62,3.64,187.8,1.58,0.04,78.55
2025-04-03T19:00:00+00:00,4,93,19,3,0,101.66,18.9,26.25,54.7,1009.0,0.0,0.0,0.0,1.68,2.34,199.4,0.0,0.0,72.47
2025-04-03T20:00:00+00:00,4,93,20,3,0,114.95,9.8,27.83,54.9,1006.4,0.0,0.0,0.0,2.31,3.21,207.0,0.0,0.0,68.36
2025-04-03T21:00:00+00:00,4,93,21,3,0,127.64,18.8,25.03,64.8,1008.9,0.0,0.0,0.0,1.42,1.97,183.6,0.0,0.0,57.74
2025-04-03T22:00:00+00:00,4,93,22,3,0,139.07,27.9,23.8,64.9,1007.1,0.0,0.0,0.0,2.77,3.85,165.1,0.0,0.08,45.04
2025-04-03T23:00:00+00:00,4,93,23,3,0,147.84,21.6,22.87,75.7,1008.6,0.0,0.0,0.0,4.34,6.03,165.8,0.0,3.82,37.08
2025-04-04T00:00:00+00:00,4,94,0,4,0,150.96,52.9,19.67,79.4,1010.5,0.0,0.0,0.0,2.51,3.49,169.1,0.0,0.02,30.82
2025-04-04T01:00:00+00:00,4,94,1,4,0,147.49,23.4,20.17,75.9,1009.5,0.0,0.0,0.0,3.01,4.18,204.1,0.0,0.23,29.96
2025-04-04T02:00:00+00:00,4,94,2,4,0,138.79,35.1,17.82,78.4,1008.5,0.0,0.0,0.0,0.5,0.69,188.6,0.0,0.0,33.12
2025-04-04T03:00:00+00:00,4,94,3,4,0,127.41,21.4,20.48,80.8,1008.9,0.0,0.0,0.0,3.08,4.28,219.7,0.0,0.29,31.11
2025-04-04T04:00:00+00:00,4,94,4,4,0,114.76,27.2,18.42,77.9,1010.2,0.0,0.0,0.0,1.66,2.31,176.0,0.0,0.0,33.93
2025-04-04T05:00:00+00:00,4,94,5,4,0,101.49,15.7,22.86,80.0,1008.5,0.0,0.0,0.0,2.41,3.35,201.3,0.0,0.01,32.22
2025-04-04T06:00:00+00:00,4,94,6,4,0,87.9,0.0,22.93,75.3,1007.7,21.2,24.38,20.31,0.5,0.69,183.5,1.98,0.0,32.72
2025-04-04T07:00:00+00:00,4,94,7,4,0,74.19,4.1,24.02,68.3,1007.1,242.07,266.96,169.35,0.72,1.0,211.7,21.98,0.0,32.72
2025-04-04T08:00:00+00:00,4,94,8,4,0,60.52,0.0,24.94,68.7,1009.1,469.73,540.19,203.89,1.29,1.79,196.0,41.31,0.0,40.22
2025-04-04T09:00:00+00:00,4,94,9,4,0,47.09,7.6,26.4,61.3,1008.9,673.2,714.99,186.44,0.59,0.82,171.3,57.34,0.0,44.63
2025-04-04T10:00:00+00:00,4,94,10,4,0,34.36,3.8,27.53,56.4,1007.5,843.6,933.53,72.92,0.5,0.69,197.0,69.93,0.0,58.33
2025-04-04T11:00:00+00:00,4,94,11,4,0,23.57,4.4,29.81,50.7,1007.2,955.89,1050.55,0.0,1.57,2.18,184.2,77.28,0.0,66.71
2025-04-04T12:00:00+00:00,4,94,12,4,0,18.63,13.6,31.42,50.1,1006.3,974.65,968.26,57.12,3.69,5.13,222.7,78.04,1.33,77.73
2025-04-04T13:00:00+00:00,4,94,13,4,0,23.57,11.6,32.37,44.4,1007.9,939.35,955.27,63.79,0.96,1.33,169.1,75.27,0.0,85.32
2025-04-04T14:00:00+00:00,4,94,14,4,0,34.36,16.0,31.41,46.7,1005.8,823.69,795.82,166.69,2.04,2.84,143.8,67.33,0.0,88.58
2025-04-04T15:00:00+00:00,4,94,15,4,0,47.09,35.0,31.49,50.4,1005.3,629.06,470.5,308.75,4.6,6.39,189.3,52.76,5.34,85.73
2025-04-04T16:00:00+00:00,4,94,16,4,0,60.52,37.8,29.4,53.2,1007.7,419.45,300.02,271.8,4.31,5.99,159.9,36.46,3.67,78.33
2025-04-04T17:00:00+00:00,4,94,17,4,0,74.19,22.4,31.78,44.0,1007.4,228.21,203.75,172.7,1.81,2.52,196.8,20.13,0.0,85.55
2025-04-04T18:00:00+00:00,4,94,18,4,0,87.9,0.0,30.4,48.7,1006.5,24.7,28.4,23.66,4.35,6.05,202.9,2.25,3.89,81.71
2025-04-04T19:00:00+00:00,4,94,19,4,0,101.49,23.9,28.21,58.4,1008.3,0.0,0.0,0.0,1.91,2.65,178.5,0.0,0.0,77.82
2025-04-04T20:00:00+00:00,4,94,20,4,0,114.76,19.9,27.57,52.4,1006.4,0.0,0.0,0.0,2.41,3.35,130.7,0.0,0.01,74.31
2025-04-04T21:00:00+00:00,4,94,21,4,0,127.41,24.8,24.99,69.2,1008.8,0.0,0.0,0.0,6.43,8.94,159.3,0.0,28.75,56.64
2025-04-04T22:00:00+00:00,4,94,22,4,0,138.79,11.0,22.45,66.5,1009.6,0.0,0.0,0.0,2.23,3.1,179.3,0.0,0.0,49.08
2025-04-04T23:00:00+00:00,4,94,23,4,0,147.49,23.0,21.4,66.7,1010.1,0.0,0.0,0.0,1.15,1.6,211.2,0.0,0.0,38.17
2025-04-05T00:00:00+00:00,4,95,0,5,1,150.57,5.3,21.58,68.9,1009.1,0.0,0.0,0.0,1.43,1.99,189.4,0.0,0.0,20.49
2025-04-05T01:00:00+00:00,4,95,1,5,1,147.13,42.0,19.02,83.8,1010.2,0.0,0.0,0.0,1.29,1.79,214.9,0.0,0.0,22.02
2025-04-05T02:00:00+00:00,4,95,2,5,1,138.5,25.6,19.29,75.0,1010.1,0.0,0.0,0.0,3.39,4.71,213.4,0.0,0.69,20.16
2025-04-05T03:00:00+00:00,4,95,3,5,1,127.18,27.7,21.18,81.5,1007.0,0.0,0.0,0.0,1.27,1.77,189.6,0.0,0.0,23.29
2025-04-05T04:00:00+00:00,4,95,4,5,1,114.57,36.8,18.92,88.2,1007.4,0.0,0.0,0.0,0.5,0.69,165.4,0.0,0.0,21.42
2025-04-05T05:00:00+00:00,4,95,5,5,1,101.32,18.0,22.1,75.7,1006.8,0.0,0.0,0.0,1.14,1.58,185.2,0.0,0.0,24.18
2025-04-05T06:00:00+00:00,4,95,6,5,1,87.74,2.5,22.34,74.2,1008.2,30.01,33.66,28.68,1.35,1.88,157.9,2.81,0.0,24.61
2025-04-05T07:00:00+00:00,4,95,7,5,1,74.04,11.8,23.11,68.8,1009.2,232.97,236.19,168.01,4.44,6.17,173.2,21.25,4.37,24.12
2025-04-05T08:00:00+00:00,4,95,8,5,1,60.36,2.3,25.5,60.0,1008.0,467.99,525.97,207.86,1.56,2.17,198.8,41.07,0.0,28.58
2025-04-05T09:00:00+00:00,4,95,9,5,1,46.91,19.5,26.42,57.6,1006.5,652.59,604.42,239.69,3.11,4.32,185.2,55.73,0.32,32.05
2025-04-05T10:00:00+00:00,4,95,10,5,1,34.13,29.7,26.82,60.0,1007.8,798.62,645.67,264.14,2.98,4.14,192.8,66.8,0.2,31.77
2025-04-05T11:00:00+00:00,4,95,11,5,1,23.26,7.3,29.78,57.1,1007.5,955.31,1018.63,19.45,0.5,0.69,179.7,77.25,0.0,43.18
2025-04-05T12:00:00+00:00,4,95,12,5,1,18.24,26.5,28.9,52.3,1007.7,942.35,796.85,185.53,2.73,3.79,153.9,76.63,0.07,43.14
2025-04-05T13:00:00+00:00,4,95,13,5,1,23.26,6.7,31.83,45.8,1009.1,952.97,1022.76,13.31,0.83,1.15,233.0,76.4,0.0,50.28
2025-04-05T14:00:00+00:00,4,95,14,5,1,34.13,34.0,29.55,53.2,1007.7,776.68,589.95,288.32,1.35,1.88,191.1,64.4,0.0,48.61
2025-04-05T15:00:00+00:00,4,95,15,5,1,46.91,17.8,32.48,51.1,1005.7,660.23,624.21,233.81,2.6,3.61,212.4,54.91,0.03,55.23
2025-04-05T16:00:00+00:00,4,95,16,5,1,60.36,8.5,32.17,45.3,1007.8,462.7,486.87,221.9,3.88,5.39,198.9,39.54,1.87,56.96
2025-04-05T17:00:00+00:00,4,95,17,5,1,74.04,30.8,29.81,54.2,1009.8,218.32,173.68,170.55,5.92,8.23,190.7,19.43,19.62,54.62
2025-04-05T18:00:00+00:00,4,95,18,5,1,87.74,7.0,30.46,51.0,1007.4,19.17,20.49,18.36,5.45,7.58,198.0,1.74,13.18,63.18
2025-04-05T19:00:00+00:00,4,95,19,5,1,101.32,9.2,31.02,53.4,1007.9,0.0,0.0,0.0,3.9,5.42,184.6,0.0,1.94,66.15
2025-04-05T20:00:00+00:00,4,95,20,5,1,114.57,18.0,26.56,55.4,1007.0,0.0,0.0,0.0,5.76,8.01,166.9,0.0,17.25,55.11
2025-04-05T21:00:00+00:00,4,95,21,5,1,127.18,24.3,25.57,65.3,1010.1,0.0,0.0,0.0,3.11,4.32,195.6,0.0,0.32,44.83
2025-04-05T22:00:00+00:00,4,95,22,5,1,138.5,18.7,23.71,70.4,1006.2,0.0,0.0,0.0,4.47,6.21,155.6,0.0,4.54,37.9
2025-04-05T23:00:00+00:00,4,95,23,5,1,147.13,19.4,23.18,71.6,1008.9,0.0,0.0,0.0,2.62,3.64,164.3,0.0,0.04,27.1
2025-04-06T00:00:00+00:00,4,96,0,6,1,150.18,9.9,23.21,75.6,1009.8,0.0,0.0,0.0,3.01,4.18,171.5,0.0,0.23,22.97
2025-04-06T01:00:00+00:00,4,96,1,6,1,146.78,16.0,20.46,79.8,1007.4,0.0,0.0,0.0,3.52,4.89,201.7,0.0,0.93,23.54
2025-04-06T02:00:00+00:00,4,96,2,6,1,138.22,15.5,19.55,75.8,1007.6,0.0,0.0,0.0,3.6,5.0,191.3,0.0,1.1,23.45
2025-04-06T03:00:00+00:00,4,96,3,6,1,126.95,9.1,20.5,76.9,1008.3,0.0,0.0,0.0,3.26,4.53,218.1,0.0,0.49,19.34
2025-04-06T04:00:00+00:00,4,96,4,6,1,114.38,23.6,18.65,86.6,1010.7,0.0,0.0,0.0,4.4,6.12,233.8,0.0,4.17,24.18
2025-04-06T05:00:00+00:00,4,96,5,6,1,101.15,23.3,19.89,72.1,1007.2,0.0,0.0,0.0,1.61,2.24,185.7,0.0,0.0,24.83
2025-04-06T06:00:00+00:00,4,96,6,6,1,87.58,43.0,21.41,82.1,1007.2,16.7,10.96,16.24,0.83,1.15,189.4,1.57,0.0,22.26
2025-04-06T07:00:00+00:00,4,96,7,6,1,73.88,15.1,23.68,70.1,1007.8,237.28,231.62,172.98,3.04,4.23,210.3,21.58,0.26,22.02
2025-04-06T08:00:00+00:00,4,96,8,6,1,60.2,18.6,23.95,64.5,1009.0,467.88,437.91,250.23,0.9,1.25,208.0,41.32,0.0,23.91
2025-04-06T09:00:00+00:00,4,96,9,6,1,46.73,20.8,26.85,67.3,1007.9,654.59,596.48,245.75,1.69,2.35,177.6,55.79,0.0,31.37
2025-04-06T10:00:00+00:00,4,96,10,6,1,33.9,46.2,25.02,63.5,1008.5,712.33,440.55,346.68,0.5,0.69,185.5,60.72,0.0,27.97
2025-04-06T11:00:00+00:00,4,96,11,6,1,22.94,13.6,28.08,60.5,1007.9,946.26,940.57,80.1,2.41,3.35,158.8,77.18,0.01,38.97
2025-04-06T12:00:00+00:00,4,96,12,6,1,17.85,24.5,29.29,56.4,1006.8,952.95,827.28,165.48,3.5,4.86,189.8,77.25,0.88,43.05
2025-04-06T13:00:00+00:00,4,96,13,6,1,22.94,37.3,29.21,55.6,1009.5,860.36,620.46,288.99,2.46,3.42,217.9,70.65,0.01,48.16
2025-04-06T14:00:00+00:00,4,96,14,6,1,33.9,14.8,31.98,51.9,1008.4,835.58,818.37,156.33,1.31,1.82,239.1,68.02,0.0,54.46
2025-04-06T15:00:00+00:00,4,96,15,6,1,46.73,23.1,31.87,46.7,1006.7,651.39,575.93,256.64,1.41,1.96,151.3,54.38,0.0,53.02
2025-04-06T16:00:00+00:00,4,96,16,6,1,60.2,33.6,31.39,52.2,1007.3,430.56,328.58,267.25,6.21,8.63,176.2,37.07,24.48,56.35
2025-04-06T17:00:00+00:00,4,96,17,6,1,73.88,11.1,30.6,45.9,1007.4,235.96,241.36,168.95,0.5,0.69,165.6,20.89,0.0,56.51
2025-04-06T18:00:00+00:00,4,96,18,6,1,87.58,19.0,28.94,61.0,1006.5,21.63,20.15,20.78,4.4,6.12,196.1,1.98,4.17,57.78
2025-04-06T19:00:00+00:00,4,96,19,6,1,101.15,30.9,28.97,61.8,1007.9,0.0,0.0,0.0,3.4,4.73,190.0,0.0,0.71,61.8
2025-04-06T20:00:00+00:00,4,96,20,6,1,114.38,34.0,27.39,67.7,1006.1,0.0,0.0,0.0,4.09,5.68,199.2,0.0,2.64,59.46
2025-04-06T21:00:00+00:00,4,96,21,6,1,126.95,25.1,24.95,63.9,1009.0,0.0,0.0,0.0,4.39,6.1,199.3,0.0,4.09,47.4
2025-04-06T22:00:00+00:00,4,96,22,6,1,138.22,8.3,24.68,66.4,1007.5,0.0,0.0,0.0,2.86,3.98,195.4,0.0,0.13,35.72
2025-04-06T23:00:00+00:00,4,96,23,6,1,146.78,28.9,23.01,75.2,1007.6,0.0,0.0,0.0,0.5,0.69,173.8,0.0,0.0,25.32
2025-04-07T00:00:00+00:00,4,97,0,0,0,149.79,17.1,22.7,76.0,1008.6,0.0,0.0,0.0,5.71,7.94,187.1,0.0,16.54,31.15
2025-04-07T01:00:00+00:00,4,97,1,0,0,146.43,26.9,19.94,73.5,1009.3,0.0,0.0,0.0,1.08,1.5,169.4,0.0,0.0,30.49
2025-04-07T02:00:00+00:00,4,97,2,0,0,137.93,26.5,19.79,78.9,1008.1,0.0,0.0,0.0,4.87,6.77,191.1,0.0,7.35,33.73
2025-04-07T03:00:00+00:00,4,97,3,0,0,126.72,15.1,20.35,77.6,1012.2,0.0,0.0,0.0,1.32,1.83,220.2,0.0,0.0,35.22
2025-04-07T04:00:00+00:00,4,97,4,0,0,114.18,20.0,20.14,85.1,1010.1,0.0,0.0,0.0,1.27,1.77,182.9,0.0,0.0,30.58
2025-04-07T05:00:00+00:00,4,97,5,0,0,100.98,30.8,21.4,77.7,1009.6,0.0,0.0,0.0,3.51,4.88,183.8,0.0,0.91,35.1
2025-04-07T06:00:00+00:00,4,97,6,0,0,87.43,18.6,21.67,74.9,1007.7,26.77,25.07,25.64,2.66,3.7,185.1,2.52,0.05,31.55
2025-04-07T07:00:00+00:00,4,97,7,0,0,73.73,7.0,21.99,69.2,1006.1,234.6,250.84,164.32,2.49,3.46,206.4,21.49,0.01,35.73
2025-04-07T08:00:00+00:00,4,97,8,0,0,60.04,22.2,25.07,68.8,1009.6,454.67,406.74,251.53,0.98,1.36,208.8,40.04,0.0,40.52
2025-04-07T09:00:00+00:00,4,97,9,0,0,46.55,13.7,25.91,59.6,1006.7,668.53,663.11,212.51,3.23,4.49,202.3,57.1,0.45,49.31
2025-04-07T10:00:00+00:00,4,97,10,0,0,33.68,32.5,25.7,61.1,1008.9,782.84,607.75,277.1,1.55,2.15,173.0,65.93,0.0,54.64
2025-04-07T11:00:00+00:00,4,97,11,0,0,22.64,34.7,28.28,61.9,1009.8,864.15,648.82,265.31,1.83,2.54,216.1,71.21,0.0,62.68
2025-04-07T12:00:00+00:00,4,97,12,0,0,17.46,24.0,30.42,51.2,1006.8,957.66,837.0,159.21,2.41,3.35,187.4,77.2,0.01,76.04
2025-04-07T13:00:00+00:00,4,97,13,0,0,22.64,19.9,31.94,47.4,1005.9,930.01,857.11,138.92,1.38,1.92,156.2,74.75,0.0,85.18
2025-04-07T14:00:00+00:00,4,97,14,0,0,33.68,39.7,29.76,56.5,1008.8,751.04,521.12,317.39,0.72,1.0,198.5,62.43,0.0,85.2
2025-04-07T15:00:00+00:00,4,97,15,0,0,46.55,12.0,32.77,49.7,1008.4,669.28,677.52,203.37,4.37,6.07,206.8,55.53,3.97,88.51
2025-04-07T16:00:00+00:00,4,97,16,0,0,60.04,23.1,29.83,53.1,1006.0,449.57,397.72,250.94,3.52,4.89,198.6,38.86,0.93,82.76
2025-04-07T17:00:00+00:00,4,97,17,0,0,73.73,25.5,30.01,52.8,1009.3,233.17,199.9,177.17,3.73,5.18,197.7,20.7,1.42,79.48
2025-04-07T18:00:00+00:00,4,97,18,0,0,87.43,26.8,29.65,56.4,1007.3,31.33,26.39,30.15,3.97,5.52,209.8,2.86,2.2,83.17
2025-04-07T19:00:00+00:00,4,97,19,0,0,100.98,24.1,28.64,53.0,1006.6,0.0,0.0,0.0,4.42,6.14,203.4,0.0,4.25,76.21
2025-04-07T20:00:00+00:00,4,97,20,0,0,114.18,13.4,26.12,62.9,1005.9,0.0,0.0,0.0,2.39,3.32,191.1,0.0,0.0,69.22
2025-04-07T21:00:00+00:00,4,97,21,0,0,126.72,1.1,26.36,63.2,1007.9,0.0,0.0,0.0,1.07,1.49,168.9,0.0,0.0,60.46
2025-04-07T22:00:00+00:00,4,97,22,0,0,137.93,44.3,21.6,72.6,1008.4,0.0,0.0,0.0,5.34,7.42,215.4,0.0,11.85,45.09
2025-04-07T23:00:00+00:00,4,97,23,0,0,146.43,25.1,23.05,75.3,1010.0,0.0,0.0,0.0,4.22,5.87,220.2,0.0,3.24,40.17
2025-04-08T00:00:00+00:00,4,98,0,1,0,149.4,36.7,21.3,82.4,1009.2,0.0,0.0,0.0,0.52,0.72,197.9,0.0,0.0,34.48
2025-04-08T01:00:00+00:00,4,98,1,1,0,146.08,11.9,20.93,75.2,1009.1,0.0,0.0,0.0,5.85,8.13,191.2,0.0,18.52,32.7
2025-04-08T02:00:00+00:00,4,98,2,1,0,137.65,57.3,17.47,83.4,1008.0,0.0,0.0,0.0,0.98,1.36,197.6,0.0,0.0,33.03
2025-04-08T03:00:00+00:00,4,98,3,1,0,126.49,25.3,19.91,81.9,1009.3,0.0,0.0,0.0,3.41,4.74,187.5,0.0,0.72,33.64
2025-04-08T04:00:00+00:00,4,98,4,1,0,113.99,34.6,19.74,80.9,1008.3,0.0,0.0,0.0,3.33,4.63,194.5,0.0,0.59,33.13
2025-04-08T05:00:00+00:00,4,98,5,1,0,100.81,17.5,21.83,80.2,1008.2,0.0,0.0,0.0,3.04,4.23,198.9,0.0,0.26,31.7
2025-04-08T06:00:00+00:00,4,98,6,1,0,87.27,8.3,24.37,71.1,1008.0,29.29,30.88,27.82,0.8,1.11,206.0,2.72,0.0,32.17
2025-04-08T07:00:00+00:00,4,98,7,1,0,73.58,23.7,22.5,76.0,1008.3,231.55,203.19,174.1,3.03,4.21,195.1,21.17,0.24,33.77
2025-04-08T08:00:00+00:00,4,98,8,1,0,59.88,22.2,24.26,68.0,1010.1,464.25,415.58,255.72,2.57,3.57,211.8,40.97,0.03,39.57
2025-04-08T09:00:00+00:00,4,98,9,1,0,46.38,23.7,26.37,70.4,1009.0,662.88,581.61,261.63,1.03,1.43,163.7,56.55,0.0,43.65
2025-04-08T10:00:00+00:00,4,98,10,1,0,33.46,15.9,27.18,58.3,1009.0,834.45,806.84,161.34,2.17,3.02,196.5,69.36,0.0,52.76
2025-04-08T11:00:00+00:00,4,98,11,1,0,22.33,38.9,27.99,55.8,1007.6,859.14,604.1,300.35,0.5,0.69,206.9,70.93,0.0,63.84
2025-04-08T12:00:00+00:00,4,98,12,1,0,17.07,23.4,30.31,46.5,1006.4,956.35,842.55,150.92,1.96,2.72,179.2,77.14,0.0,77.84
2025-04-08T13:00:00+00:00,4,98,13,1,0,22.33,8.7,31.81,48.6,1008.2,955.47,1003.63,27.11,1.08,1.5,238.4,76.58,0.0,84.86
2025-04-08T14:00:00+00:00,4,98,14,1,0,33.46,23.2,33.38,52.4,1007.3,823.36,727.3,216.61,3.46,4.81,210.3,66.73,0.81,92.69
2025-04-08T15:00:00+00:00,4,98,15,1,0,46.38,21.1,31.53,52.1,1008.9,668.63,606.97,249.88,4.31,5.99,186.0,55.77,3.67,86.35
2025-04-08T16:00:00+00:00,4,98,16,1,0,59.88,33.8,31.03,52.2,1007.0,432.19,328.85,267.18,1.02,1.42,210.7,37.26,0.0,83.68
2025-04-08T17:00:00+00:00,4,98,17,1,0,73.58,44.7,30.36,54.7,1007.5,213.93,136.07,175.47,5.03,6.99,224.3,19.01,8.71,82.61
2025-04-08T18:00:00+00:00,4,98,18,1,0,87.27,30.1,30.01,54.7,1007.4,26.98,21.68,25.95,0.5,0.69,173.7,2.46,0.0,82.17
2025-04-08T19:00:00+00:00,4,98,19,1,0,100.81,3.3,29.86,51.9,1007.7,0.0,0.0,0.0,3.83,5.32,178.4,0.0,1.71,81.28
2025-04-08T20:00:00+00:00,4,98,20,1,0,113.99,18.2,27.82,58.9,1007.8,0.0,0.0,0.0,6.77,9.41,189.2,0.0,36.13,72.57
2025-04-08T21:00:00+00:00,4,98,21,1,0,126.49,9.8,26.18,58.8,1008.7,0.0,0.0,0.0,2.57,3.57,250.8,0.0,0.03,58.87
2025-04-08T22:00:00+00:00,4,98,22,1,0,137.65,29.0,25.59,72.1,1007.9,0.0,0.0,0.0,1.16,1.61,232.7,0.0,0.0,48.55
2025-04-08T23:00:00+00:00,4,98,23,1,0,146.08,23.3,22.62,73.7,1009.6,0.0,0.0,0.0,0.5,0.69,192.0,0.0,0.0,36.65
2025-04-09T00:00:00+00:00,4,99,0,2,0,149.02,5.2,23.46,72.0,1008.7,0.0,0.0,0.0,2.08,2.89,183.6,0.0,0.0,31.11
2025-04-09T01:00:00+00:00,4,99,1,2,0,145.73,21.3,21.3,76.4,1009.6,0.0,0.0,0.0,4.56,6.34,203.3,0.0,5.11,33.29
2025-04-09T02:00:00+00:00,4,99,2,2,0,137.37,29.9,20.52,79.6,1009.5,0.0,0.0,0.0,2.46,3.42,215.1,0.0,0.01,32.85
2025-04-09T03:00:00+00:00,4,99,3,2,0,126.26,34.1,19.2,79.8,1008.2,0.0,0.0,0.0,2.34,3.25,230.6,0.0,0.0,27.09
2025-04-09T04:00:00+00:00,4,99,4,2,0,113.8,0.0,21.8,76.1,1008.1,0.0,0.0,0.0,1.86,2.59,252.5,0.0,0.0,32.32
2025-04-09T05:00:00+00:00,4,99,5,2,0,100.64,24.2,21.18,77.8,1009.1,0.0,0.0,0.0,4.22,5.87,170.6,0.0,3.24,36.42
2025-04-09T06:00:00+00:00,4,99,6,2,0,87.12,35.5,20.88,77.0,1009.9,24.12,17.9,23.22,1.28,1.78,164.9,2.27,0.0,31.53
2025-04-09T07:00:00+00:00,4,99,7,2,0,73.43,19.4,23.5,69.9,1007.3,249.0,230.77,183.18,0.5,0.69,217.1,22.63,0.0,35.75
2025-04-09T08:00:00+00:00,4,99,8,2,0,59.73,18.9,24.58,69.2,1006.1,461.91,430.56,244.86,1.79,2.49,215.9,40.72,0.0,37.86
2025-04-09T09:00:00+00:00,4,99,9,2,0,46.21,37.7,25.22,66.7,1008.2,602.99,431.68,304.24,1.59,2.21,208.4,52.08,0.0,45.31
2025-04-09T10:00:00+00:00,4,99,10,2,0,33.25,29.0,27.62,66.9,1008.9,799.92,653.37,253.5,2.07,2.88,254.8,66.67,0.0,59.0
2025-04-09T11:00:00+00:00,4,99,11,2,0,22.03,10.8,29.17,53.2,1007.7,952.11,976.72,46.72,3.12,4.34,193.8,77.23,0.33,69.79
2025-04-09T12:00:00+00:00,4,99,12,2,0,16.68,4.5,32.0,50.0,1006.8,1007.54,1107.08,0.0,0.5,0.69,197.9,80.1,0.0,78.8
2025-04-09T13:00:00+00:00,4,99,13,2,0,22.03,7.4,31.69,45.8,1007.4,958.81,1021.03,12.34,2.22,3.09,197.1,76.85,0.0,85.39
2025-04-09T14:00:00+00:00,4,99,14,2,0,33.25,8.7,34.21,48.2,1006.0,844.13,886.23,102.97,1.63,2.27,224.4,67.98,0.0,91.2
2025-04-09T15:00:00+00:00,4,99,15,2,0,46.21,4.1,31.81,37.9,1006.9,678.27,747.65,160.84,3.69,5.13,171.1,56.44,1.33,87.45
2025-04-09T16:00:00+00:00,4,99,16,2,0,59.73,27.3,33.04,48.4,1007.1,452.91,378.55,262.08,0.71,0.99,194.0,38.62,0.0,88.11
2025-04-09T17:00:00+00:00,4,99,17,2,0,73.43,16.9,30.84,50.7,1009.2,248.12,237.17,180.48,1.2,1.67,231.3,21.91,0.0,85.5
2025-04-09T18:00:00+00:00,4,99,18,2,0,87.12,30.6,30.1,55.6,1006.5,31.5,25.14,30.24,2.82,3.92,208.5,2.87,0.11,82.06
2025-04-09T19:00:00+00:00,4,99,19,2,0,100.64,6.4,29.61,59.5,1007.5,0.0,0.0,0.0,1.13,1.57,189.6,0.0,0.0,81.58
2025-04-09T20:00:00+00:00,4,99,20,2,0,113.8,28.9,29.27,65.5,1007.8,0.0,0.0,0.0,1.56,2.17,221.6,0.0,0.0,77.79
2025-04-09T21:00:00+00:00,4,99,21,2,0,126.26,11.5,27.21,63.6,1008.3,0.0,0.0,0.0,4.34,6.03,226.0,0.0,3.82,59.04
2025-04-09T22:00:00+00:00,4,99,22,2,0,137.37,24.0,24.29,72.0,1009.4,0.0,0.0,0.0,2.39,3.32,234.4,0.0,0.0,45.2
2025-04-09T23:00:00+00:00,4,99,23,2,0,145.73,6.5,24.16,72.8,1009.1,0.0,0.0,0.0,0.93,1.29,196.6,0.0,0.0,37.83
2025-04-10T00:00:00+00:00,4,100,0,3,0,148.63,41.6,21.23,79.4,1008.4,0.0,0.0,0.0,1.49,2.07,245.5,0.0,0.0,31.68
2025-04-10T01:00:00+00:00,4,100,1,3,0,145.38,36.7,20.44,79.2,1008.8,0.0,0.0,0.0,4.96,6.89,212.3,0.0,8.07,28.75
2025-04-10T02:00:00+00:00,4,100,2,3,0,137.08,18.5,21.08,79.2,1008.1,0.0,0.0,0.0,2.55,3.54,226.9,0.0,0.02,32.4
2025-04-10T03:00:00+00:00,4,100,3,3,0,126.03,15.9,20.96,80.1,1010.2,0.0,0.0,0.0,0.5,0.69,192.4,0.0,0.0,32.21
2025-04-10T04:00:00+00:00,4,100,4,3,0,113.61,29.1,21.29,83.7,1009.9,0.0,0.0,0.0,2.5,3.47,217.5,0.0,0.01,32.47
2025-04-10T05:00:00+00:00,4,100,5,3,0,100.47,30.2,21.53,82.2,1007.3,0.0,0.0,0.0,2.34,3.25,205.4,0.0,0.0,35.09
2025-04-10T06:00:00+00:00,4,100,6,3,0,86.96,17.4,22.65,75.9,1007.2,36.22,34.42,34.4,3.89,5.41,210.1,3.39,1.92,33.62
2025-04-10T07:00:00+00:00,4,100,7,3,0,73.28,16.9,24.9,66.1,1006.7,243.62,232.92,176.61,3.09,4.29,229.3,22.04,0.29,36.03
2025-04-10T08:00:00+00:00,4,100,8,3,0,59.58,29.2,23.84,66.4,1010.0,458.1,372.73,269.36,1.4,1.95,189.3,40.53,0.0,36.42
2025-04-10T09:00:00+00:00,4,100,9,3,0,46.04,43.1,25.82,70.8,1009.4,591.7,387.05,323.01,0.5,0.69,201.2,51.06,0.0,48.36
2025-04-10T10:00:00+00:00,4,100,10,3,0,33.04,18.8,29.73,62.0,1007.8,832.28,777.24,180.71,1.73,2.4,225.9,68.45,0.0,62.67
2025-04-10T11:00:00+00:00,4,100,11,3,0,21.74,18.9,30.47,57.2,1008.0,936.9,874.26,124.8,1.15,1.6,212.2,75.72,0.0,68.2
2025-04-10T12:00:00+00:00,4,100,12,3,0,16.3,38.7,29.57,55.4,1007.3,896.14,631.68,289.86,1.85,2.57,242.3,73.12,0.0,75.93
